gesture_1,gesture_2,gesture_3,next_action
one_right,stop,peace,STOP
one_right,stop,three,STOP
one_right,stop,three2,STOP
one_right,stop,three3,STOP
one_right,stop,four,STOP
one_right,stop,point,STOP
one_right,stop,one_left,STOP
one_right,stop,hand_left,STOP
one_right,stop,one_right,STOP
one_right,stop,hand_right,STOP
one_right,stop,thumb_index,STOP
one_right,stop,thumb_left,STOP
one_right,stop,thumb_right,STOP
one_right,stop,thumb_down,STOP
one_right,stop,middle_finger,STOP
one_right,stop,dislike,STOP
one_right,stop,like,STOP
one_right,stop,rock,STOP
one_right,little_finger,palm,STOP
one_right,little_finger,fist,STOP
one_right,little_finger,stop,STOP
one_right,little_finger,little_finger,rotate_right*1
one_right,little_finger,peace,rotate_right*2
one_right,little_finger,three,rotate_right*3
one_right,little_finger,three2,rotate_right*3
one_right,little_finger,three3,rotate_right*3
one_right,little_finger,four,rotate_right*4
one_right,little_finger,point,rotate_left
one_right,little_finger,one_left,rotate_left
one_right,little_finger,hand_left,rotate_left
one_right,little_finger,one_right,rotate_right
one_right,little_finger,hand_right,rotate_right
one_right,little_finger,thumb_index,forward
one_right,little_finger,thumb_left,rotate_left
one_right,little_finger,thumb_right,rotate_right
one_right,little_finger,thumb_down,backward
one_right,little_finger,middle_finger,backward
one_right,little_finger,dislike,backward
one_right,little_finger,like,forward
one_right,little_finger,rock,rotate_right
one_right,peace,palm,STOP
one_right,peace,fist,STOP
one_right,peace,stop,STOP
one_right,peace,little_finger,rotate_right*1
one_right,peace,peace,rotate_right*2
one_right,peace,three,rotate_right*3
one_right,peace,three2,rotate_right*3
one_right,peace,three3,rotate_right*3
one_right,peace,four,rotate_right*4
one_right,peace,point,rotate_left
one_right,peace,one_left,rotate_left
one_right,peace,hand_left,rotate_left
one_right,peace,one_right,rotate_right
one_right,peace,hand_right,rotate_right
one_right,peace,thumb_index,forward
one_right,peace,thumb_left,rotate_left
one_right,peace,thumb_right,rotate_right
one_right,peace,thumb_down,backward
one_right,peace,middle_finger,backward
one_right,peace,dislike,backward
one_right,peace,like,forward
one_right,peace,rock,rotate_right
one_right,three,palm,STOP
one_right,three,fist,STOP
one_right,three,stop,STOP
one_right,three,little_finger,rotate_right*1
one_right,three,peace,rotate_right*2
one_right,three,three,rotate_right*3
one_right,three,three2,rotate_right*3
one_right,three,three3,rotate_right*3
one_right,three,four,rotate_right*4
one_right,three,point,rotate_left
one_right,three,one_left,rotate_left
one_right,three,hand_left,rotate_left
one_right,three,one_right,rotate_right
one_right,three,hand_right,rotate_right
one_right,three,thumb_index,forward
one_right,three,thumb_left,rotate_left
one_right,three,thumb_right,rotate_right
one_right,three,thumb_down,backward
one_right,three,middle_finger,backward
one_right,three,dislike,backward
one_right,three,like,forward
one_right,three,rock,rotate_right
one_right,three2,palm,STOP
one_right,three2,fist,STOP
one_right,three2,stop,STOP
one_right,three2,little_finger,rotate_right*1
one_right,three2,peace,rotate_right*2
one_right,three2,three,rotate_right*3
one_right,three2,three2,rotate_right*3
one_right,three2,three3,rotate_right*3
one_right,three2,four,rotate_right*4
one_right,three2,point,rotate_left
one_right,three2,one_left,rotate_left
one_right,three2,hand_left,rotate_left
one_right,three2,one_right,rotate_right
one_right,three2,hand_right,rotate_right
one_right,three2,thumb_index,forward
one_right,three2,thumb_left,rotate_left
one_right,three2,thumb_right,rotate_right
one_right,three2,thumb_down,backward
one_right,three2,middle_finger,backward
one_right,three2,dislike,backward
one_right,three2,like,forward
one_right,three2,rock,rotate_right
one_right,three3,palm,STOP
one_right,three3,fist,STOP
one_right,three3,stop,STOP
one_right,three3,little_finger,rotate_right*1
one_right,three3,peace,rotate_right*2
one_right,three3,three,rotate_right*3
one_right,three3,three2,rotate_right*3
one_right,three3,three3,rotate_right*3
one_right,three3,four,rotate_right*4
one_right,three3,point,rotate_left
one_right,three3,one_left,rotate_left
one_right,three3,hand_left,rotate_left
one_right,three3,one_right,rotate_right
one_right,three3,hand_right,rotate_right
one_right,three3,thumb_index,forward
one_right,three3,thumb_left,rotate_left
one_right,three3,thumb_right,rotate_right
one_right,three3,thumb_down,backward
one_right,three3,middle_finger,backward
one_right,three3,dislike,backward
one_right,three3,like,forward
one_right,three3,rock,rotate_right
one_right,four,palm,STOP
one_right,four,fist,STOP
one_right,four,stop,STOP
one_right,four,little_finger,rotate_right*1
one_right,four,peace,rotate_right*2
one_right,four,three,rotate_right*3
one_right,four,three2,rotate_right*3
one_right,four,three3,rotate_right*3
one_right,four,four,rotate_right*4
one_right,four,point,rotate_left
one_right,four,one_left,rotate_left
one_right,four,hand_left,rotate_left
one_right,four,one_right,rotate_right
one_right,four,hand_right,rotate_right
one_right,four,thumb_index,forward
one_right,four,thumb_left,rotate_left
one_right,four,thumb_right,rotate_right
one_right,four,thumb_down,backward
one_right,four,middle_finger,backward
one_right,four,dislike,backward
one_right,four,like,forward
one_right,four,rock,rotate_right
one_right,point,palm,STOP
one_right,point,fist,STOP
one_right,point,stop,STOP
one_right,point,little_finger,rotate_left*1
one_right,point,peace,rotate_left*2
one_right,point,three,rotate_left*3
one_right,point,three2,rotate_left*3
one_right,point,three3,rotate_left*3
one_right,point,four,rotate_left*4
one_right,point,point,rotate_left
one_right,point,one_left,rotate_left
one_right,point,hand_left,rotate_left
one_right,point,one_right,rotate_right
one_right,point,hand_right,rotate_right
one_right,point,thumb_index,forward
one_right,point,thumb_left,rotate_left
one_right,point,thumb_right,rotate_right
one_right,point,thumb_down,backward
one_right,point,middle_finger,backward
one_right,point,dislike,backward
one_right,point,like,forward
one_right,point,rock,rotate_right
one_right,one_left,palm,STOP
one_right,one_left,fist,STOP
one_right,one_left,stop,STOP
one_right,one_left,little_finger,rotate_left*1
one_right,one_left,peace,rotate_left*2
one_right,one_left,three,rotate_left*3
one_right,one_left,three2,rotate_left*3
one_right,one_left,three3,rotate_left*3
one_right,one_left,four,rotate_left*4
one_right,one_left,point,rotate_left
one_right,one_left,one_left,rotate_left
one_right,one_left,hand_left,rotate_left
one_right,one_left,one_right,rotate_right
one_right,one_left,hand_right,rotate_right
one_right,one_left,thumb_index,forward
one_right,one_left,thumb_left,rotate_left
one_right,one_left,thumb_right,rotate_right
one_right,one_left,thumb_down,backward
one_right,one_left,middle_finger,backward
one_right,one_left,dislike,backward
one_right,one_left,like,forward
one_right,one_left,rock,rotate_right
one_right,hand_left,palm,STOP
one_right,hand_left,fist,STOP
one_right,hand_left,stop,STOP
one_right,hand_left,little_finger,rotate_left*1
one_right,hand_left,peace,rotate_left*2
one_right,hand_left,three,rotate_left*3
one_right,hand_left,three2,rotate_left*3
one_right,hand_left,three3,rotate_left*3
one_right,hand_left,four,rotate_left*4
one_right,hand_left,point,rotate_left
one_right,hand_left,one_left,rotate_left
one_right,hand_left,hand_left,rotate_left
one_right,hand_left,one_right,rotate_right
one_right,hand_left,hand_right,rotate_right
one_right,hand_left,thumb_index,forward
one_right,hand_left,thumb_left,rotate_left
one_right,hand_left,thumb_right,rotate_right
one_right,hand_left,thumb_down,backward
one_right,hand_left,middle_finger,backward
one_right,hand_left,dislike,backward
one_right,hand_left,like,forward
one_right,hand_left,rock,rotate_right
one_right,one_right,palm,STOP
one_right,one_right,fist,STOP
one_right,one_right,stop,STOP
one_right,one_right,little_finger,rotate_right*1
one_right,one_right,peace,rotate_right*2
one_right,one_right,three,rotate_right*3
one_right,one_right,three2,rotate_right*3
one_right,one_right,three3,rotate_right*3
one_right,one_right,four,rotate_right*4
one_right,one_right,point,rotate_left
one_right,one_right,one_left,rotate_left
one_right,one_right,hand_left,rotate_left
one_right,one_right,one_right,rotate_right
one_right,one_right,hand_right,rotate_right
one_right,one_right,thumb_index,forward
one_right,one_right,thumb_left,rotate_left
one_right,one_right,thumb_right,rotate_right
one_right,one_right,thumb_down,backward
one_right,one_right,middle_finger,backward
one_right,one_right,dislike,backward
one_right,one_right,like,forward
one_right,one_right,rock,rotate_right
one_right,hand_right,palm,STOP
one_right,hand_right,fist,STOP
one_right,hand_right,stop,STOP
one_right,hand_right,little_finger,rotate_right*1
one_right,hand_right,peace,rotate_right*2
one_right,hand_right,three,rotate_right*3
one_right,hand_right,three2,rotate_right*3
one_right,hand_right,three3,rotate_right*3
one_right,hand_right,four,rotate_right*4
one_right,hand_right,point,rotate_left
one_right,hand_right,one_left,rotate_left
one_right,hand_right,hand_left,rotate_left
one_right,hand_right,one_right,rotate_right
one_right,hand_right,hand_right,rotate_right
one_right,hand_right,thumb_index,forward
one_right,hand_right,thumb_left,rotate_left
one_right,hand_right,thumb_right,rotate_right
one_right,hand_right,thumb_down,backward
one_right,hand_right,middle_finger,backward
one_right,hand_right,dislike,backward
one_right,hand_right,like,forward
one_right,hand_right,rock,rotate_right
one_right,thumb_index,palm,STOP
one_right,thumb_index,fist,STOP
one_right,thumb_index,stop,STOP
one_right,thumb_index,little_finger,forward*1
one_right,thumb_index,peace,forward*2
one_right,thumb_index,three,forward*3
one_right,thumb_index,three2,forward*3
one_right,thumb_index,three3,forward*3
one_right,thumb_index,four,forward*4
one_right,thumb_index,point,rotate_left
one_right,thumb_index,one_left,rotate_left
one_right,thumb_index,hand_left,rotate_left
one_right,thumb_index,one_right,rotate_right
one_right,thumb_index,hand_right,rotate_right
one_right,thumb_index,thumb_index,forward
one_right,thumb_index,thumb_left,rotate_left
one_right,thumb_index,thumb_right,rotate_right
one_right,thumb_index,thumb_down,backward
one_right,thumb_index,middle_finger,backward
one_right,thumb_index,dislike,backward
one_right,thumb_index,like,forward
one_right,thumb_index,rock,rotate_right
one_right,thumb_left,palm,STOP
one_right,thumb_left,fist,STOP
one_right,thumb_left,stop,STOP
one_right,thumb_left,little_finger,rotate_left*1
one_right,thumb_left,peace,rotate_left*2
one_right,thumb_left,three,rotate_left*3
one_right,thumb_left,three2,rotate_left*3
one_right,thumb_left,three3,rotate_left*3
one_right,thumb_left,four,rotate_left*4
one_right,thumb_left,point,rotate_left
one_right,thumb_left,one_left,rotate_left
one_right,thumb_left,hand_left,rotate_left
one_right,thumb_left,one_right,rotate_right
one_right,thumb_left,hand_right,rotate_right
one_right,thumb_left,thumb_index,forward
one_right,thumb_left,thumb_left,rotate_left
one_right,thumb_left,thumb_right,rotate_right
one_right,thumb_left,thumb_down,backward
one_right,thumb_left,middle_finger,backward
one_right,thumb_left,dislike,backward
one_right,thumb_left,like,forward
one_right,thumb_left,rock,rotate_right
one_right,thumb_right,palm,STOP
one_right,thumb_right,fist,STOP
one_right,thumb_right,stop,STOP
one_right,thumb_right,little_finger,rotate_right*1
one_right,thumb_right,peace,rotate_right*2
one_right,thumb_right,three,rotate_right*3
one_right,thumb_right,three2,rotate_right*3
one_right,thumb_right,three3,rotate_right*3
one_right,thumb_right,four,rotate_right*4
one_right,thumb_right,point,rotate_left
one_right,thumb_right,one_left,rotate_left
one_right,thumb_right,hand_left,rotate_left
one_right,thumb_right,one_right,rotate_right
one_right,thumb_right,hand_right,rotate_right
one_right,thumb_right,thumb_index,forward
one_right,thumb_right,thumb_left,rotate_left
one_right,thumb_right,thumb_right,rotate_right
one_right,thumb_right,thumb_down,backward
one_right,thumb_right,middle_finger,backward
one_right,thumb_right,dislike,backward
one_right,thumb_right,like,forward
one_right,thumb_right,rock,rotate_right
one_right,thumb_down,palm,STOP
one_right,thumb_down,fist,STOP
one_right,thumb_down,stop,STOP
one_right,thumb_down,little_finger,backward*1
one_right,thumb_down,peace,backward*2
one_right,thumb_down,three,backward*3
one_right,thumb_down,three2,backward*3
one_right,thumb_down,three3,backward*3
one_right,thumb_down,four,backward*4
one_right,thumb_down,point,rotate_left
one_right,thumb_down,one_left,rotate_left
one_right,thumb_down,hand_left,rotate_left
one_right,thumb_down,one_right,rotate_right
one_right,thumb_down,hand_right,rotate_right
one_right,thumb_down,thumb_index,forward
one_right,thumb_down,thumb_left,rotate_left
one_right,thumb_down,thumb_right,rotate_right
one_right,thumb_down,thumb_down,backward
one_right,thumb_down,middle_finger,backward
one_right,thumb_down,dislike,backward
one_right,thumb_down,like,forward
one_right,thumb_down,rock,rotate_right
one_right,middle_finger,palm,STOP
one_right,middle_finger,fist,STOP
one_right,middle_finger,stop,STOP
one_right,middle_finger,little_finger,backward*1
one_right,middle_finger,peace,backward*2
one_right,middle_finger,three,backward*3
one_right,middle_finger,three2,backward*3
one_right,middle_finger,three3,backward*3
one_right,middle_finger,four,backward*4
one_right,middle_finger,point,rotate_left
one_right,middle_finger,one_left,rotate_left
one_right,middle_finger,hand_left,rotate_left
one_right,middle_finger,one_right,rotate_right
one_right,middle_finger,hand_right,rotate_right
one_right,middle_finger,thumb_index,forward
one_right,middle_finger,thumb_left,rotate_left
one_right,middle_finger,thumb_right,rotate_right
one_right,middle_finger,thumb_down,backward
one_right,middle_finger,middle_finger,backward
one_right,middle_finger,dislike,backward
one_right,middle_finger,like,forward
one_right,middle_finger,rock,rotate_right
one_right,dislike,palm,STOP
one_right,dislike,fist,STOP
one_right,dislike,stop,STOP
one_right,dislike,little_finger,backward*1
one_right,dislike,peace,backward*2
one_right,dislike,three,backward*3
one_right,dislike,three2,backward*3
one_right,dislike,three3,backward*3
one_right,dislike,four,backward*4
one_right,dislike,point,rotate_left
one_right,dislike,one_left,rotate_left
one_right,dislike,hand_left,rotate_left
one_right,dislike,one_right,rotate_right
one_right,dislike,hand_right,rotate_right
one_right,dislike,thumb_index,forward
one_right,dislike,thumb_left,rotate_left
one_right,dislike,thumb_right,rotate_right
one_right,dislike,thumb_down,backward
one_right,dislike,middle_finger,backward
one_right,dislike,dislike,backward
one_right,dislike,like,forward
one_right,dislike,rock,rotate_right
one_right,like,palm,STOP
one_right,like,fist,STOP
one_right,like,stop,STOP
one_right,like,little_finger,forward*1
one_right,like,peace,forward*2
one_right,like,three,forward*3
one_right,like,three2,forward*3
one_right,like,three3,forward*3
one_right,like,four,forward*4
one_right,like,point,rotate_left
one_right,like,one_left,rotate_left
one_right,like,hand_left,rotate_left
one_right,like,one_right,rotate_right
one_right,like,hand_right,rotate_right
one_right,like,thumb_index,forward
one_right,like,thumb_left,rotate_left
one_right,like,thumb_right,rotate_right
one_right,like,thumb_down,backward
one_right,like,middle_finger,backward
one_right,like,dislike,backward
one_right,like,like,forward
one_right,like,rock,rotate_right
one_right,rock,palm,STOP
one_right,rock,fist,STOP
one_right,rock,stop,STOP
one_right,rock,little_finger,rotate_right*1
one_right,rock,peace,rotate_right*2
one_right,rock,three,rotate_right*3
one_right,rock,three2,rotate_right*3
one_right,rock,three3,rotate_right*3
one_right,rock,four,rotate_right*4
one_right,rock,point,rotate_left
one_right,rock,one_left,rotate_left
one_right,rock,hand_left,rotate_left
one_right,rock,one_right,rotate_right
one_right,rock,hand_right,rotate_right
one_right,rock,thumb_index,forward
one_right,rock,thumb_left,rotate_left
one_right,rock,thumb_right,rotate_right
one_right,rock,thumb_down,backward
one_right,rock,middle_finger,backward
one_right,rock,dislike,backward
one_right,rock,like,forward
one_right,rock,rock,rotate_right
hand_right,palm,palm,STOP
hand_right,palm,fist,STOP
hand_right,palm,stop,STOP
hand_right,palm,little_finger,STOP
hand_right,palm,peace,STOP
hand_right,palm,three,STOP
hand_right,palm,three2,STOP
hand_right,palm,three3,STOP
hand_right,palm,four,STOP
hand_right,palm,point,STOP
hand_right,palm,one_left,STOP
hand_right,palm,hand_left,STOP
hand_right,palm,one_right,STOP
hand_right,palm,hand_right,STOP
hand_right,palm,thumb_index,STOP
hand_right,palm,thumb_left,STOP
hand_right,palm,thumb_right,STOP
hand_right,palm,thumb_down,STOP
hand_right,palm,middle_finger,STOP
hand_right,palm,dislike,STOP
hand_right,palm,like,STOP
hand_right,palm,rock,STOP
hand_right,fist,palm,STOP
hand_right,fist,fist,STOP
hand_right,fist,stop,STOP
hand_right,fist,little_finger,STOP
hand_right,fist,peace,STOP
hand_right,fist,three,STOP
hand_right,fist,three2,STOP
hand_right,fist,three3,STOP
hand_right,fist,four,STOP
hand_right,fist,point,STOP
hand_right,fist,one_left,STOP
hand_right,fist,hand_left,STOP
hand_right,fist,one_right,STOP
hand_right,fist,hand_right,STOP
hand_right,fist,thumb_index,STOP
hand_right,fist,thumb_left,STOP
hand_right,fist,thumb_right,STOP
hand_right,fist,thumb_down,STOP
hand_right,fist,middle_finger,STOP
hand_right,fist,dislike,STOP
hand_right,fist,like,STOP
hand_right,fist,rock,STOP
hand_right,stop,palm,STOP
hand_right,stop,fist,STOP
hand_right,stop,stop,STOP
hand_right,stop,little_finger,STOP
hand_right,stop,peace,STOP
hand_right,stop,three,STOP
hand_right,stop,three2,STOP
hand_right,stop,three3,STOP
hand_right,stop,four,STOP
hand_right,stop,point,STOP
hand_right,stop,one_left,STOP
hand_right,stop,hand_left,STOP
hand_right,stop,one_right,STOP
hand_right,stop,hand_right,STOP
hand_right,stop,thumb_index,STOP
hand_right,stop,thumb_left,STOP
hand_right,stop,thumb_right,STOP
hand_right,stop,thumb_down,STOP
hand_right,stop,middle_finger,STOP
hand_right,stop,dislike,STOP
hand_right,stop,like,STOP
hand_right,stop,rock,STOP
hand_right,little_finger,palm,STOP
hand_right,little_finger,fist,STOP
hand_right,little_finger,stop,STOP
hand_right,little_finger,little_finger,rotate_right*1
hand_right,little_finger,peace,rotate_right*2
hand_right,little_finger,three,rotate_right*3
hand_right,little_finger,three2,rotate_right*3
hand_right,little_finger,three3,rotate_right*3
hand_right,little_finger,four,rotate_right*4
hand_right,little_finger,point,rotate_left
hand_right,little_finger,one_left,rotate_left
hand_right,little_finger,hand_left,rotate_left
hand_right,little_finger,one_right,rotate_right
hand_right,little_finger,hand_right,rotate_right
hand_right,little_finger,thumb_index,forward
hand_right,little_finger,thumb_left,rotate_left
hand_right,little_finger,thumb_right,rotate_right
hand_right,little_finger,thumb_down,backward
hand_right,little_finger,middle_finger,backward
hand_right,little_finger,dislike,backward
hand_right,little_finger,like,forward
hand_right,little_finger,rock,rotate_right
hand_right,peace,palm,STOP
hand_right,peace,fist,STOP
hand_right,peace,stop,STOP
hand_right,peace,little_finger,rotate_right*1
hand_right,peace,peace,rotate_right*2
hand_right,peace,three,rotate_right*3
hand_right,peace,three2,rotate_right*3
hand_right,peace,three3,rotate_right*3
hand_right,peace,four,rotate_right*4
hand_right,peace,point,rotate_left
hand_right,peace,one_left,rotate_left
hand_right,peace,hand_left,rotate_left
hand_right,peace,one_right,rotate_right
hand_right,peace,hand_right,rotate_right
hand_right,peace,thumb_index,forward
hand_right,peace,thumb_left,rotate_left
hand_right,peace,thumb_right,rotate_right
hand_right,peace,thumb_down,backward
hand_right,peace,middle_finger,backward
hand_right,peace,dislike,backward
hand_right,peace,like,forward
hand_right,peace,rock,rotate_right
hand_right,three,palm,STOP
hand_right,three,fist,STOP
hand_right,three,stop,STOP
hand_right,three,little_finger,rotate_right*1
hand_right,three,peace,rotate_right*2
hand_right,three,three,rotate_right*3
hand_right,three,three2,rotate_right*3
hand_right,three,three3,rotate_right*3
hand_right,three,four,rotate_right*4
hand_right,three,point,rotate_left
hand_right,three,one_left,rotate_left
hand_right,three,hand_left,rotate_left
hand_right,three,one_right,rotate_right
hand_right,three,hand_right,rotate_right
hand_right,three,thumb_index,forward
hand_right,three,thumb_left,rotate_left
hand_right,three,thumb_right,rotate_right
hand_right,three,thumb_down,backward
hand_right,three,middle_finger,backward
hand_right,three,dislike,backward
hand_right,three,like,forward
hand_right,three,rock,rotate_right
hand_right,three2,palm,STOP
hand_right,three2,fist,STOP
hand_right,three2,stop,STOP
hand_right,three2,little_finger,rotate_right*1
hand_right,three2,peace,rotate_right*2
hand_right,three2,three,rotate_right*3
hand_right,three2,three2,rotate_right*3
hand_right,three2,three3,rotate_right*3
hand_right,three2,four,rotate_right*4
hand_right,three2,point,rotate_left
hand_right,three2,one_left,rotate_left
hand_right,three2,hand_left,rotate_left
hand_right,three2,one_right,rotate_right
hand_right,three2,hand_right,rotate_right
hand_right,three2,thumb_index,forward
hand_right,three2,thumb_left,rotate_left
hand_right,three2,thumb_right,rotate_right
hand_right,three2,thumb_down,backward
hand_right,three2,middle_finger,backward
hand_right,three2,dislike,backward
hand_right,three2,like,forward
hand_right,three2,rock,rotate_right
hand_right,three3,palm,STOP
hand_right,three3,fist,STOP
hand_right,three3,stop,STOP
hand_right,three3,little_finger,rotate_right*1
hand_right,three3,peace,rotate_right*2
hand_right,three3,three,rotate_right*3
hand_right,three3,three2,rotate_right*3
hand_right,three3,three3,rotate_right*3
hand_right,three3,four,rotate_right*4
hand_right,three3,point,rotate_left
hand_right,three3,one_left,rotate_left
hand_right,three3,hand_left,rotate_left
hand_right,three3,one_right,rotate_right
hand_right,three3,hand_right,rotate_right
hand_right,three3,thumb_index,forward
hand_right,three3,thumb_left,rotate_left
hand_right,three3,thumb_right,rotate_right
hand_right,three3,thumb_down,backward
hand_right,three3,middle_finger,backward
hand_right,three3,dislike,backward
hand_right,three3,like,forward
hand_right,three3,rock,rotate_right
hand_right,four,palm,STOP
hand_right,four,fist,STOP
hand_right,four,stop,STOP
hand_right,four,little_finger,rotate_right*1
hand_right,four,peace,rotate_right*2
hand_right,four,three,rotate_right*3
hand_right,four,three2,rotate_right*3
hand_right,four,three3,rotate_right*3
hand_right,four,four,rotate_right*4
hand_right,four,point,rotate_left
hand_right,four,one_left,rotate_left
hand_right,four,hand_left,rotate_left
hand_right,four,one_right,rotate_right
hand_right,four,hand_right,rotate_right
hand_right,four,thumb_index,forward
hand_right,four,thumb_left,rotate_left
hand_right,four,thumb_right,rotate_right
hand_right,four,thumb_down,backward
hand_right,four,middle_finger,backward
hand_right,four,dislike,backward
hand_right,four,like,forward
hand_right,four,rock,rotate_right
hand_right,point,palm,STOP
hand_right,point,fist,STOP
hand_right,point,stop,STOP
hand_right,point,little_finger,rotate_left*1
hand_right,point,peace,rotate_left*2
hand_right,point,three,rotate_left*3
hand_right,point,three2,rotate_left*3
hand_right,point,three3,rotate_left*3
hand_right,point,four,rotate_left*4
hand_right,point,point,rotate_left
hand_right,point,one_left,rotate_left
hand_right,point,hand_left,rotate_left
hand_right,point,one_right,rotate_right
hand_right,point,hand_right,rotate_right
hand_right,point,thumb_index,forward
hand_right,point,thumb_left,rotate_left
hand_right,point,thumb_right,rotate_right
hand_right,point,thumb_down,backward
hand_right,point,middle_finger,backward
hand_right,point,dislike,backward
hand_right,point,like,forward
hand_right,point,rock,rotate_right
hand_right,one_left,palm,STOP
hand_right,one_left,fist,STOP
hand_right,one_left,stop,STOP
hand_right,one_left,little_finger,rotate_left*1
hand_right,one_left,peace,rotate_left*2
hand_right,one_left,three,rotate_left*3
hand_right,one_left,three2,rotate_left*3
hand_right,one_left,three3,rotate_left*3
hand_right,one_left,four,rotate_left*4
hand_right,one_left,point,rotate_left
hand_right,one_left,one_left,rotate_left
hand_right,one_left,hand_left,rotate_left
hand_right,one_left,one_right,rotate_right
hand_right,one_left,hand_right,rotate_right
hand_right,one_left,thumb_index,forward
hand_right,one_left,thumb_left,rotate_left
hand_right,one_left,thumb_right,rotate_right
hand_right,one_left,thumb_down,backward
hand_right,one_left,middle_finger,backward
hand_right,one_left,dislike,backward
hand_right,one_left,like,forward
hand_right,one_left,rock,rotate_right
hand_right,hand_left,palm,STOP
hand_right,hand_left,fist,STOP
hand_right,hand_left,stop,STOP
hand_right,hand_left,little_finger,rotate_left*1
hand_right,hand_left,peace,rotate_left*2
hand_right,hand_left,three,rotate_left*3
hand_right,hand_left,three2,rotate_left*3
hand_right,hand_left,three3,rotate_left*3
hand_right,hand_left,four,rotate_left*4
hand_right,hand_left,point,rotate_left
hand_right,hand_left,one_left,rotate_left
hand_right,hand_left,hand_left,rotate_left
hand_right,hand_left,one_right,rotate_right
hand_right,hand_left,hand_right,rotate_right
hand_right,hand_left,thumb_index,forward
hand_right,hand_left,thumb_left,rotate_left
hand_right,hand_left,thumb_right,rotate_right
hand_right,hand_left,thumb_down,backward
hand_right,hand_left,middle_finger,backward
hand_right,hand_left,dislike,backward
hand_right,hand_left,like,forward
hand_right,hand_left,rock,rotate_right
hand_right,one_right,palm,STOP
hand_right,one_right,fist,STOP
hand_right,one_right,stop,STOP
hand_right,one_right,little_finger,rotate_right*1
hand_right,one_right,peace,rotate_right*2
hand_right,one_right,three,rotate_right*3
hand_right,one_right,three2,rotate_right*3
hand_right,one_right,three3,rotate_right*3
hand_right,one_right,four,rotate_right*4
hand_right,one_right,point,rotate_left
hand_right,one_right,one_left,rotate_left
hand_right,one_right,hand_left,rotate_left
hand_right,one_right,one_right,rotate_right
hand_right,one_right,hand_right,rotate_right
hand_right,one_right,thumb_index,forward
hand_right,one_right,thumb_left,rotate_left
hand_right,one_right,thumb_right,rotate_right
hand_right,one_right,thumb_down,backward
hand_right,one_right,middle_finger,backward
hand_right,one_right,dislike,backward
hand_right,one_right,like,forward
hand_right,one_right,rock,rotate_right
hand_right,hand_right,palm,STOP
hand_right,hand_right,fist,STOP
hand_right,hand_right,stop,STOP
hand_right,hand_right,little_finger,rotate_right*1
hand_right,hand_right,peace,rotate_right*2
hand_right,hand_right,three,rotate_right*3
hand_right,hand_right,three2,rotate_right*3
hand_right,hand_right,three3,rotate_right*3
hand_right,hand_right,four,rotate_right*4
hand_right,hand_right,point,rotate_left
hand_right,hand_right,one_left,rotate_left
hand_right,hand_right,hand_left,rotate_left
hand_right,hand_right,one_right,rotate_right
hand_right,hand_right,hand_right,rotate_right
hand_right,hand_right,thumb_index,forward
hand_right,hand_right,thumb_left,rotate_left
hand_right,hand_right,thumb_right,rotate_right
hand_right,hand_right,thumb_down,backward
hand_right,hand_right,middle_finger,backward
hand_right,hand_right,dislike,backward
hand_right,hand_right,like,forward
hand_right,hand_right,rock,rotate_right
hand_right,thumb_index,palm,STOP
hand_right,thumb_index,fist,STOP
hand_right,thumb_index,stop,STOP
hand_right,thumb_index,little_finger,forward*1
hand_right,thumb_index,peace,forward*2
hand_right,thumb_index,three,forward*3
hand_right,thumb_index,three2,forward*3
hand_right,thumb_index,three3,forward*3
hand_right,thumb_index,four,forward*4
hand_right,thumb_index,point,rotate_left
hand_right,thumb_index,one_left,rotate_left
hand_right,thumb_index,hand_left,rotate_left
hand_right,thumb_index,one_right,rotate_right
hand_right,thumb_index,hand_right,rotate_right
hand_right,thumb_index,thumb_index,forward
hand_right,thumb_index,thumb_left,rotate_left
hand_right,thumb_index,thumb_right,rotate_right
hand_right,thumb_index,thumb_down,backward
hand_right,thumb_index,middle_finger,backward
hand_right,thumb_index,dislike,backward
hand_right,thumb_index,like,forward
hand_right,thumb_index,rock,rotate_right
hand_right,thumb_left,palm,STOP
hand_right,thumb_left,fist,STOP
hand_right,thumb_left,stop,STOP
hand_right,thumb_left,little_finger,rotate_left*1
hand_right,thumb_left,peace,rotate_left*2
hand_right,thumb_left,three,rotate_left*3
hand_right,thumb_left,three2,rotate_left*3
hand_right,thumb_left,three3,rotate_left*3
hand_right,thumb_left,four,rotate_left*4
hand_right,thumb_left,point,rotate_left
hand_right,thumb_left,one_left,rotate_left
hand_right,thumb_left,hand_left,rotate_left
hand_right,thumb_left,one_right,rotate_right
hand_right,thumb_left,hand_right,rotate_right
hand_right,thumb_left,thumb_index,forward
hand_right,thumb_left,thumb_left,rotate_left
hand_right,thumb_left,thumb_right,rotate_right
hand_right,thumb_left,thumb_down,backward
hand_right,thumb_left,middle_finger,backward
hand_right,thumb_left,dislike,backward
hand_right,thumb_left,like,forward
hand_right,thumb_left,rock,rotate_right
hand_right,thumb_right,palm,STOP
hand_right,thumb_right,fist,STOP
hand_right,thumb_right,stop,STOP
hand_right,thumb_right,little_finger,rotate_right*1
hand_right,thumb_right,peace,rotate_right*2
hand_right,thumb_right,three,rotate_right*3
hand_right,thumb_right,three2,rotate_right*3
hand_right,thumb_right,three3,rotate_right*3
